payment_id,invoice_id,customer_id,payment_date,amount_paid,payment_method,payment_status
PAY00395,INV00395,CUST0034,2025-04-22,19.99,bank_transfer,paid
PAY00396,INV00396,CUST0034,2025-05-24,19.99,card,paid
PAY00397,INV00397,CUST0034,2025-06-22,19.99,paypal,paid
PAY00398,INV00398,CUST0034,2025-07-24,19.99,paypal,paid
PAY00399,INV00399,CUST0034,2025-08-20,19.99,card,paid
PAY00400,INV00400,CUST0034,2025-09-23,19.99,paypal,paid
PAY00401,INV00401,CUST0034,2025-10-24,19.99,bank_transfer,paid
PAY00402,INV00402,CUST0034,2025-11-21,19.99,paypal,paid
PAY00403,INV00403,CUST0034,2025-12-20,19.99,bank_transfer,paid
PAY00404,INV00404,CUST0035,2024-12-06,89.99,card,paid
PAY00405,INV00405,CUST0035,2025-01-05,89.99,bank_transfer,paid
PAY00406,INV00406,CUST0035,2025-02-08,89.99,bank_transfer,paid
PAY00407,INV00407,CUST0035,2025-03-06,0.0,card,failed
PAY00408,INV00408,CUST0035,2025-04-09,89.99,bank_transfer,paid
PAY00409,INV00409,CUST0035,2025-05-05,0.0,card,failed
PAY00410,INV00410,CUST0035,2025-06-09,89.99,bank_transfer,paid
PAY00411,INV00411,CUST0035,2025-07-08,89.99,paypal,paid
PAY00412,INV00412,CUST0035,2025-08-09,89.99,bank_transfer,paid
PAY00413,INV00413,CUST0035,2025-09-08,0.0,card,failed
PAY00414,INV00414,CUST0035,2025-10-09,89.99,paypal,paid
PAY00415,INV00415,CUST0035,2025-11-04,89.99,card,paid
PAY00416,INV00416,CUST0035,2025-12-05,89.99,paypal,paid
PAY00417,INV00417,CUST0036,2024-11-28,19.99,paypal,paid
PAY00418,INV00418,CUST0036,2024-12-28,19.99,card,paid
PAY00419,INV00419,CUST0036,2025-01-29,0.0,paypal,failed
PAY00420,INV00420,CUST0036,2025-03-05,0.0,paypal,failed
PAY00421,INV00421,CUST0036,2025-03-28,19.99,paypal,paid
PAY00422,INV00422,CUST0036,2025-04-29,19.99,paypal,paid
PAY00423,INV00423,CUST0036,2025-05-29,0.0,bank_transfer,failed
PAY00424,INV00424,CUST0036,2025-06-27,19.99,paypal,paid
PAY00425,INV00425,CUST0036,2025-08-01,19.99,bank_transfer,paid
PAY00426,INV00426,CUST0036,2025-08-27,19.99,paypal,paid
PAY00427,INV00427,CUST0036,2025-09-29,19.99,paypal,paid
PAY00428,INV00428,CUST0036,2025-10-31,19.99,bank_transfer,paid
PAY00429,INV00429,CUST0036,2025-11-27,19.99,paypal,paid
PAY00430,INV00430,CUST0036,2025-12-29,19.99,bank_transfer,paid
PAY00431,INV00431,CUST0037,2024-04-15,49.99,card,paid
PAY00432,INV00432,CUST0037,2024-05-14,49.99,card,paid
PAY00433,INV00433,CUST0037,2024-06-15,49.99,bank_transfer,paid
PAY00434,INV00434,CUST0037,2024-07-18,49.99,paypal,paid
PAY00435,INV00435,CUST0037,2024-08-20,0.0,paypal,failed
PAY00436,INV00436,CUST0037,2024-09-18,49.99,bank_transfer,paid
PAY00437,INV00437,CUST0037,2024-10-16,49.99,paypal,paid
PAY00438,INV00438,CUST0037,2024-11-19,49.99,card,paid
PAY00439,INV00439,CUST0037,2024-12-19,49.99,bank_transfer,paid
PAY00440,INV00440,CUST0037,2025-01-16,49.99,bank_transfer,paid
PAY00441,INV00441,CUST0037,2025-02-18,49.99,card,paid
PAY00442,INV00442,CUST0037,2025-03-15,49.99,bank_transfer,paid
PAY00443,INV00443,CUST0037,2025-04-17,49.99,card,paid
PAY00444,INV00444,CUST0037,2025-05-18,49.99,bank_transfer,paid
PAY00445,INV00445,CUST0037,2025-06-16,49.99,paypal,paid
PAY00446,INV00446,CUST0037,2025-07-17,49.99,bank_transfer,paid
PAY00447,INV00447,CUST0037,2025-08-21,0.0,bank_transfer,failed
PAY00448,INV00448,CUST0037,2025-09-19,49.99,card,paid
PAY00449,INV00449,CUST0037,2025-10-19,49.99,paypal,paid
PAY00450,INV00450,CUST0037,2025-11-15,49.99,paypal,paid
PAY00451,INV00451,CUST0037,2025-12-16,49.99,bank_transfer,paid
PAY00452,INV00452,CUST0038,2025-05-19,19.99,card,paid
PAY00453,INV00453,CUST0038,2025-06-17,19.99,paypal,paid
PAY00454,INV00454,CUST0038,2025-07-20,0.0,paypal,failed
PAY00455,INV00455,CUST0038,2025-08-18,19.99,bank_transfer,paid
PAY00456,INV00456,CUST0038,2025-09-17,19.99,paypal,paid
PAY00457,INV00457,CUST0038,2025-10-16,19.99,card,paid
PAY00458,INV00458,CUST0038,2025-11-16,19.99,paypal,paid
PAY00459,INV00459,CUST0039,2024-08-03,89.99,bank_transfer,paid
PAY00460,INV00460,CUST0039,2024-08-29,89.99,paypal,paid
PAY00461,INV00461,CUST0039,2024-10-04,89.99,card,paid
PAY00462,INV00462,CUST0039,2024-11-01,89.99,paypal,paid
PAY00463,INV00463,CUST0039,2024-12-01,89.99,paypal,paid
PAY00464,INV00464,CUST0039,2024-12-29,89.99,bank_transfer,paid
PAY00465,INV00465,CUST0040,2024-02-13,89.99,paypal,paid
PAY00466,INV00466,CUST0040,2024-03-12,89.99,card,paid
PAY00467,INV00467,CUST0040,2024-04-15,89.99,bank_transfer,paid
PAY00468,INV00468,CUST0040,2024-05-11,89.99,bank_transfer,paid
PAY00469,INV00469,CUST0040,2024-06-10,89.99,paypal,paid
PAY00470,INV00470,CUST0040,2024-07-12,89.99,bank_transfer,paid
PAY00471,INV00471,CUST0040,2024-08-12,89.99,bank_transfer,paid
PAY00472,INV00472,CUST0040,2024-09-14,89.99,bank_transfer,paid
PAY00473,INV00473,CUST0040,2024-10-14,89.99,paypal,paid
PAY00474,INV00474,CUST0040,2024-11-11,89.99,card,paid
PAY00475,INV00475,CUST0040,2024-12-11,0.0,paypal,failed
PAY00476,INV00476,CUST0040,2025-01-13,89.99,paypal,paid
PAY00477,INV00477,CUST0040,2025-02-15,89.99,bank_transfer,paid
PAY00478,INV00478,CUST0040,2025-03-10,89.99,paypal,paid
PAY00479,INV00479,CUST0040,2025-04-14,89.99,bank_transfer,paid
PAY00480,INV00480,CUST0040,2025-05-15,89.99,paypal,paid
PAY00481,INV00481,CUST0040,2025-06-11,89.99,paypal,paid
PAY00482,INV00482,CUST0040,2025-07-14,89.99,paypal,paid
PAY00483,INV00483,CUST0040,2025-08-13,89.99,bank_transfer,paid
PAY00484,INV00484,CUST0040,2025-09-11,89.99,bank_transfer,paid
PAY00485,INV00485,CUST0040,2025-10-10,89.99,bank_transfer,paid
PAY00486,INV00486,CUST0040,2025-11-10,89.99,bank_transfer,paid
PAY00487,INV00487,CUST0040,2025-12-14,89.99,card,paid
PAY00488,INV00488,CUST0041,2024-12-08,19.99,paypal,paid
PAY00489,INV00489,CUST0041,2025-01-08,19.99,paypal,paid
PAY00490,INV00490,CUST0041,2025-02-07,19.99,bank_transfer,paid
PAY00491,INV00491,CUST0041,2025-03-07,19.99,paypal,paid
PAY00492,INV00492,CUST0041,2025-04-08,19.99,card,paid
PAY00493,INV00493,CUST0041,2025-05-05,0.0,paypal,failed
PAY00494,INV00494,CUST0041,2025-06-07,19.99,card,paid
PAY00495,INV00495,CUST0041,2025-07-09,19.99,bank_transfer,paid
PAY00496,INV00496,CUST0041,2025-08-07,19.99,paypal,paid
PAY00497,INV00497,CUST0041,2025-09-07,19.99,card,paid
PAY00498,INV00498,CUST0041,2025-10-08,19.99,card,paid
PAY00499,INV00499,CUST0041,2025-11-05,19.99,bank_transfer,paid
PAY00500,INV00500,CUST0041,2025-12-05,19.99,card,paid
PAY00501,INV00501,CUST0042,2025-03-14,49.99,bank_transfer,paid
PAY00502,INV00502,CUST0042,2025-04-18,49.99,paypal,paid
PAY00503,INV00503,CUST0042,2025-05-14,0.0,card,failed
PAY00504,INV00504,CUST0042,2025-06-13,49.99,bank_transfer,paid
PAY00505,INV00505,CUST0042,2025-07-16,49.99,paypal,paid
PAY00506,INV00506,CUST0042,2025-08-13,49.99,card,paid
PAY00507,INV00507,CUST0042,2025-09-18,49.99,bank_transfer,paid
PAY00508,INV00508,CUST0042,2025-10-18,49.99,paypal,paid
PAY00509,INV00509,CUST0042,2025-11-18,49.99,bank_transfer,paid
PAY00510,INV00510,CUST0042,2025-12-13,49.99,bank_transfer,paid
PAY00511,INV00511,CUST0043,2025-03-22,19.99,paypal,paid
PAY00512,INV00512,CUST0043,2025-04-20,19.99,paypal,paid
PAY00513,INV00513,CUST0043,2025-05-19,19.99,card,paid
PAY00514,INV00514,CUST0043,2025-06-21,19.99,card,paid
PAY00515,INV00515,CUST0043,2025-07-23,0.0,bank_transfer,failed
PAY00516,INV00516,CUST0043,2025-08-19,19.99,paypal,paid
PAY00517,INV00517,CUST0043,2025-09-21,19.99,paypal,paid
PAY00518,INV00518,CUST0043,2025-10-19,19.99,card,paid
PAY00519,INV00519,CUST0043,2025-11-22,19.99,card,paid
PAY00520,INV00520,CUST0043,2025-12-22,19.99,bank_transfer,paid
PAY00521,INV00521,CUST0044,2024-08-02,0.0,bank_transfer,failed
PAY00522,INV00522,CUST0044,2024-09-05,0.0,card,failed
PAY00523,INV00523,CUST0044,2024-10-06,89.99,card,paid
PAY00524,INV00524,CUST0044,2024-11-03,89.99,paypal,paid
PAY00525,INV00525,CUST0044,2024-12-03,89.99,paypal,paid
PAY00526,INV00526,CUST0044,2025-01-04,89.99,paypal,paid
PAY00527,INV00527,CUST0045,2024-08-05,19.99,paypal,paid
PAY00528,INV00528,CUST0045,2024-09-10,19.99,paypal,paid
PAY00529,INV00529,CUST0045,2024-10-06,19.99,paypal,paid
PAY00530,INV00530,CUST0045,2024-11-09,19.99,bank_transfer,paid
PAY00531,INV00531,CUST0045,2024-12-08,19.99,bank_transfer,paid
PAY00532,INV00532,CUST0045,2025-01-06,19.99,bank_transfer,paid
PAY00533,INV00533,CUST0045,2025-02-10,19.99,bank_transfer,paid
PAY00534,INV00534,CUST0045,2025-03-09,19.99,bank_transfer,paid
PAY00535,INV00535,CUST0045,2025-04-05,19.99,bank_transfer,paid
PAY00536,INV00536,CUST0045,2025-05-06,19.99,card,paid
PAY00537,INV00537,CUST0045,2025-06-09,19.99,paypal,paid
PAY00538,INV00538,CUST0045,2025-07-10,19.99,bank_transfer,paid
PAY00539,INV00539,CUST0045,2025-08-05,19.99,card,paid
PAY00540,INV00540,CUST0045,2025-09-05,19.99,bank_transfer,paid
PAY00541,INV00541,CUST0045,2025-10-07,19.99,card,paid
PAY00542,INV00542,CUST0045,2025-11-08,19.99,card,paid
PAY00543,INV00543,CUST0045,2025-12-06,19.99,card,paid
PAY00544,INV00544,CUST0046,2025-01-08,19.99,card,paid
PAY00545,INV00545,CUST0046,2025-02-03,19.99,bank_transfer,paid
PAY00546,INV00546,CUST0046,2025-03-03,19.99,card,paid
PAY00547,INV00547,CUST0046,2025-04-06,19.99,card,paid
PAY00548,INV00548,CUST0046,2025-05-03,19.99,paypal,paid
PAY00549,INV00549,CUST0046,2025-06-05,19.99,bank_transfer,paid
PAY00550,INV00550,CUST0046,2025-07-08,0.0,card,failed
PAY00551,INV00551,CUST0046,2025-08-08,19.99,bank_transfer,paid
PAY00552,INV00552,CUST0046,2025-09-03,19.99,bank_transfer,paid
PAY00553,INV00553,CUST0046,2025-10-07,19.99,bank_transfer,paid
PAY00554,INV00554,CUST0046,2025-11-08,19.99,paypal,paid
PAY00555,INV00555,CUST0046,2025-12-07,19.99,card,paid
PAY00556,INV00556,CUST0047,2024-12-07,0.0,card,failed
PAY00557,INV00557,CUST0047,2025-01-06,49.99,paypal,paid
PAY00558,INV00558,CUST0047,2025-02-10,49.99,paypal,paid
PAY00559,INV00559,CUST0047,2025-03-11,49.99,paypal,paid
PAY00560,INV00560,CUST0047,2025-04-07,49.99,paypal,paid
PAY00561,INV00561,CUST0047,2025-05-07,49.99,bank_transfer,paid
PAY00562,INV00562,CUST0047,2025-06-10,49.99,paypal,paid
PAY00563,INV00563,CUST0047,2025-07-06,49.99,paypal,paid
PAY00564,INV00564,CUST0047,2025-08-11,49.99,card,paid
PAY00565,INV00565,CUST0047,2025-09-06,49.99,card,paid
PAY00566,INV00566,CUST0047,2025-10-06,49.99,card,paid
PAY00567,INV00567,CUST0047,2025-11-10,49.99,bank_transfer,paid
PAY00568,INV00568,CUST0047,2025-12-06,49.99,paypal,paid
PAY00569,INV00569,CUST0048,2024-12-08,19.99,card,paid
PAY00570,INV00570,CUST0048,2025-01-07,19.99,card,paid
PAY00571,INV00571,CUST0048,2025-02-07,19.99,card,paid
PAY00572,INV00572,CUST0048,2025-03-07,19.99,paypal,paid
PAY00573,INV00573,CUST0048,2025-04-06,19.99,card,paid
PAY00574,INV00574,CUST0048,2025-05-08,19.99,card,paid
PAY00575,INV00575,CUST0048,2025-06-04,19.99,paypal,paid
PAY00576,INV00576,CUST0048,2025-07-06,19.99,paypal,paid
PAY00577,INV00577,CUST0048,2025-08-09,19.99,bank_transfer,paid
PAY00578,INV00578,CUST0048,2025-09-09,19.99,card,paid
PAY00579,INV00579,CUST0048,2025-10-07,19.99,paypal,paid
PAY00580,INV00580,CUST0048,2025-11-07,19.99,bank_transfer,paid
PAY00581,INV00581,CUST0048,2025-12-06,19.99,paypal,paid
PAY00582,INV00582,CUST0049,2024-07-12,89.99,bank_transfer,paid
PAY00583,INV00583,CUST0049,2024-08-13,89.99,bank_transfer,paid
PAY00584,INV00584,CUST0049,2024-09-11,89.99,paypal,paid
PAY00585,INV00585,CUST0049,2024-10-13,89.99,card,paid
PAY00586,INV00586,CUST0049,2024-11-14,89.99,paypal,paid
PAY00587,INV00587,CUST0049,2024-12-17,0.0,bank_transfer,failed
PAY00588,INV00588,CUST0049,2025-01-10,89.99,paypal,paid
PAY00589,INV00589,CUST0049,2025-02-14,89.99,bank_transfer,paid
PAY00590,INV00590,CUST0049,2025-03-11,89.99,bank_transfer,paid
PAY00591,INV00591,CUST0049,2025-04-14,89.99,card,paid
PAY00592,INV00592,CUST0049,2025-05-15,89.99,paypal,paid
PAY00593,INV00593,CUST0049,2025-06-13,89.99,card,paid
PAY00594,INV00594,CUST0049,2025-07-13,89.99,paypal,paid
PAY00595,INV00595,CUST0049,2025-08-14,89.99,card,paid
PAY00596,INV00596,CUST0049,2025-09-10,89.99,paypal,paid
PAY00597,INV00597,CUST0049,2025-10-11,0.0,bank_transfer,failed
PAY00598,INV00598,CUST0049,2025-11-12,89.99,paypal,paid
PAY00599,INV00599,CUST0049,2025-12-13,89.99,paypal,paid
PAY00600,INV00600,CUST0050,2025-04-14,19.99,card,paid
PAY00601,INV00601,CUST0050,2025-05-13,19.99,card,paid
PAY00602,INV00602,CUST0050,2025-06-12,19.99,paypal,paid
PAY00603,INV00603,CUST0050,2025-07-10,19.99,card,paid
PAY00604,INV00604,CUST0050,2025-08-09,19.99,bank_transfer,paid
PAY00605,INV00605,CUST0050,2025-09-13,19.99,paypal,paid
PAY00606,INV00606,CUST0050,2025-10-10,19.99,paypal,paid
PAY00607,INV00607,CUST0050,2025-11-09,19.99,bank_transfer,paid
PAY00608,INV00608,CUST0051,2025-01-18,19.99,paypal,paid
PAY00609,INV00609,CUST0051,2025-02-17,19.99,card,paid
PAY00610,INV00610,CUST0051,2025-03-17,19.99,card,paid
PAY00611,INV00611,CUST0051,2025-04-15,19.99,bank_transfer,paid
PAY00612,INV00612,CUST0051,2025-05-15,19.99,card,paid
PAY00613,INV00613,CUST0051,2025-06-15,19.99,bank_transfer,paid
PAY00614,INV00614,CUST0051,2025-07-17,19.99,card,paid
PAY00615,INV00615,CUST0051,2025-08-16,19.99,bank_transfer,paid
PAY00616,INV00616,CUST0051,2025-09-14,19.99,bank_transfer,paid
PAY00617,INV00617,CUST0051,2025-10-14,19.99,paypal,paid
PAY00618,INV00618,CUST0051,2025-11-15,19.99,card,paid
PAY00619,INV00619,CUST0051,2025-12-16,19.99,bank_transfer,paid
PAY00620,INV00620,CUST0052,2025-05-20,19.99,paypal,paid
PAY00621,INV00621,CUST0052,2025-06-22,19.99,bank_transfer,paid
PAY00622,INV00622,CUST0052,2025-07-23,19.99,bank_transfer,paid
PAY00623,INV00623,CUST0052,2025-08-23,19.99,paypal,paid
PAY00624,INV00624,CUST0052,2025-09-24,19.99,paypal,paid
PAY00625,INV00625,CUST0052,2025-10-20,0.0,bank_transfer,failed
PAY00626,INV00626,CUST0052,2025-11-20,19.99,paypal,paid
PAY00627,INV00627,CUST0052,2025-12-21,19.99,paypal,paid
PAY00628,INV00628,CUST0053,2024-05-13,49.99,bank_transfer,paid
PAY00629,INV00629,CUST0053,2024-06-10,49.99,card,paid
PAY00630,INV00630,CUST0053,2024-07-13,49.99,paypal,paid
PAY00631,INV00631,CUST0053,2024-08-14,49.99,paypal,paid
PAY00632,INV00632,CUST0053,2024-09-13,49.99,bank_transfer,paid
PAY00633,INV00633,CUST0053,2024-10-12,49.99,card,paid
PAY00634,INV00634,CUST0053,2024-11-10,49.99,bank_transfer,paid
PAY00635,INV00635,CUST0053,2024-12-14,49.99,paypal,paid
PAY00636,INV00636,CUST0053,2025-01-14,49.99,paypal,paid
PAY00637,INV00637,CUST0053,2025-02-11,49.99,bank_transfer,paid
PAY00638,INV00638,CUST0053,2025-03-14,49.99,card,paid
PAY00639,INV00639,CUST0053,2025-04-14,49.99,paypal,paid
PAY00640,INV00640,CUST0053,2025-05-13,49.99,card,paid
PAY00641,INV00641,CUST0053,2025-06-09,49.99,bank_transfer,paid
PAY00642,INV00642,CUST0053,2025-07-14,49.99,paypal,paid
PAY00643,INV00643,CUST0053,2025-08-12,49.99,card,paid
PAY00644,INV00644,CUST0053,2025-09-12,49.99,paypal,paid
PAY00645,INV00645,CUST0053,2025-10-13,49.99,bank_transfer,paid
PAY00646,INV00646,CUST0053,2025-11-11,49.99,bank_transfer,paid
PAY00647,INV00647,CUST0053,2025-12-14,49.99,paypal,paid
PAY00648,INV00648,CUST0054,2024-08-01,19.99,bank_transfer,paid
PAY00649,INV00649,CUST0054,2024-09-02,19.99,bank_transfer,paid
PAY00650,INV00650,CUST0054,2024-10-01,19.99,paypal,paid
PAY00651,INV00651,CUST0054,2024-10-30,19.99,card,paid
PAY00652,INV00652,CUST0054,2024-12-01,19.99,bank_transfer,paid
PAY00653,INV00653,CUST0054,2025-01-04,19.99,paypal,paid
PAY00654,INV00654,CUST0054,2025-02-03,0.0,bank_transfer,failed
PAY00655,INV00655,CUST0054,2025-02-28,19.99,card,paid
PAY00656,INV00656,CUST0055,2024-11-18,19.99,bank_transfer,paid
PAY00657,INV00657,CUST0055,2024-12-19,19.99,paypal,paid
PAY00658,INV00658,CUST0055,2025-01-23,19.99,card,paid
PAY00659,INV00659,CUST0055,2025-02-21,19.99,card,paid
PAY00660,INV00660,CUST0055,2025-03-18,19.99,bank_transfer,paid
PAY00661,INV00661,CUST0055,2025-04-21,19.99,paypal,paid
PAY00662,INV00662,CUST0055,2025-05-23,19.99,card,paid
PAY00663,INV00663,CUST0055,2025-06-23,19.99,bank_transfer,paid
PAY00664,INV00664,CUST0055,2025-07-19,0.0,bank_transfer,failed
PAY00665,INV00665,CUST0055,2025-08-19,19.99,bank_transfer,paid
PAY00666,INV00666,CUST0055,2025-09-21,19.99,paypal,paid
PAY00667,INV00667,CUST0055,2025-10-19,19.99,paypal,paid
PAY00668,INV00668,CUST0055,2025-11-23,19.99,bank_transfer,paid
PAY00669,INV00669,CUST0055,2025-12-18,19.99,paypal,paid
PAY00670,INV00670,CUST0056,2025-03-13,49.99,bank_transfer,paid
PAY00671,INV00671,CUST0056,2025-04-13,49.99,card,paid
PAY00672,INV00672,CUST0056,2025-05-15,49.99,bank_transfer,paid
PAY00673,INV00673,CUST0056,2025-06-16,49.99,bank_transfer,paid
PAY00674,INV00674,CUST0056,2025-07-17,49.99,bank_transfer,paid
PAY00675,INV00675,CUST0056,2025-08-13,49.99,bank_transfer,paid
PAY00676,INV00676,CUST0056,2025-09-15,0.0,bank_transfer,failed
PAY00677,INV00677,CUST0056,2025-10-17,49.99,bank_transfer,paid
PAY00678,INV00678,CUST0056,2025-11-18,49.99,card,paid
PAY00679,INV00679,CUST0056,2025-12-14,49.99,card,paid
PAY00680,INV00680,CUST0057,2025-04-19,19.99,card,paid
PAY00681,INV00681,CUST0057,2025-05-20,19.99,paypal,paid
PAY00682,INV00682,CUST0057,2025-06-24,19.99,paypal,paid
PAY00683,INV00683,CUST0057,2025-07-21,19.99,bank_transfer,paid
PAY00684,INV00684,CUST0057,2025-08-19,19.99,paypal,paid
PAY00685,INV00685,CUST0057,2025-09-19,19.99,paypal,paid
PAY00686,INV00686,CUST0057,2025-10-19,19.99,paypal,paid
PAY00687,INV00687,CUST0057,2025-11-22,19.99,bank_transfer,paid
PAY00688,INV00688,CUST0057,2025-12-19,19.99,bank_transfer,paid
PAY00689,INV00689,CUST0058,2025-06-06,89.99,card,paid
PAY00690,INV00690,CUST0058,2025-07-09,89.99,bank_transfer,paid
PAY00691,INV00691,CUST0058,2025-08-07,89.99,card,paid
PAY00692,INV00692,CUST0058,2025-09-07,89.99,card,paid
PAY00693,INV00693,CUST0058,2025-10-10,89.99,card,paid
PAY00694,INV00694,CUST0058,2025-11-05,89.99,paypal,paid
PAY00695,INV00695,CUST0058,2025-12-07,89.99,paypal,paid
PAY00696,INV00696,CUST0059,2024-01-15,19.99,bank_transfer,paid
PAY00697,INV00697,CUST0059,2024-02-20,0.0,card,failed
PAY00698,INV00698,CUST0059,2024-03-17,19.99,card,paid
PAY00699,INV00699,CUST0059,2024-04-14,0.0,card,failed
PAY00700,INV00700,CUST0059,2024-05-18,19.99,bank_transfer,paid
PAY00701,INV00701,CUST0059,2024-06-14,0.0,bank_transfer,failed
PAY00702,INV00702,CUST0059,2024-07-18,19.99,bank_transfer,paid
PAY00703,INV00703,CUST0059,2024-08-14,19.99,paypal,paid
PAY00704,INV00704,CUST0059,2024-09-14,19.99,bank_transfer,paid
PAY00705,INV00705,CUST0059,2024-10-14,19.99,bank_transfer,paid
PAY00706,INV00706,CUST0059,2024-11-16,19.99,bank_transfer,paid
PAY00707,INV00707,CUST0059,2024-12-14,19.99,bank_transfer,paid
PAY00708,INV00708,CUST0059,2025-01-17,19.99,card,paid
PAY00709,INV00709,CUST0059,2025-02-15,0.0,paypal,failed
PAY00710,INV00710,CUST0059,2025-03-15,19.99,paypal,paid
PAY00711,INV00711,CUST0059,2025-04-15,19.99,paypal,paid
PAY00712,INV00712,CUST0059,2025-05-14,19.99,card,paid
PAY00713,INV00713,CUST0059,2025-06-14,19.99,card,paid
PAY00714,INV00714,CUST0059,2025-07-16,19.99,card,paid
PAY00715,INV00715,CUST0059,2025-08-15,0.0,paypal,failed
PAY00716,INV00716,CUST0059,2025-09-15,19.99,card,paid
PAY00717,INV00717,CUST0059,2025-10-15,19.99,bank_transfer,paid
PAY00718,INV00718,CUST0059,2025-11-15,19.99,card,paid
PAY00719,INV00719,CUST0059,2025-12-15,19.99,paypal,paid
PAY00720,INV00720,CUST0060,2024-07-08,89.99,card,paid
PAY00721,INV00721,CUST0060,2024-08-05,89.99,card,paid
PAY00722,INV00722,CUST0060,2024-09-07,0.0,card,failed
PAY00723,INV00723,CUST0060,2024-10-07,89.99,bank_transfer,paid
PAY00724,INV00724,CUST0060,2024-11-09,89.99,bank_transfer,paid
PAY00725,INV00725,CUST0060,2024-12-05,89.99,card,paid
PAY00726,INV00726,CUST0060,2025-01-06,89.99,card,paid
PAY00727,INV00727,CUST0060,2025-02-07,89.99,card,paid
PAY00728,INV00728,CUST0060,2025-03-09,0.0,bank_transfer,failed
PAY00729,INV00729,CUST0060,2025-04-05,89.99,paypal,paid
PAY00730,INV00730,CUST0060,2025-05-06,89.99,card,paid
PAY00731,INV00731,CUST0060,2025-06-06,89.99,card,paid
PAY00732,INV00732,CUST0060,2025-07-10,89.99,paypal,paid
PAY00733,INV00733,CUST0060,2025-08-08,89.99,card,paid
PAY00734,INV00734,CUST0060,2025-09-08,89.99,card,paid
PAY00735,INV00735,CUST0060,2025-10-06,89.99,bank_transfer,paid
PAY00736,INV00736,CUST0060,2025-11-05,89.99,paypal,paid
PAY00737,INV00737,CUST0060,2025-12-09,89.99,paypal,paid
PAY00738,INV00738,CUST0061,2024-12-02,19.99,card,paid
PAY00739,INV00739,CUST0061,2025-01-01,19.99,bank_transfer,paid
PAY00740,INV00740,CUST0061,2025-01-31,0.0,card,failed
PAY00741,INV00741,CUST0061,2025-03-02,19.99,bank_transfer,paid
PAY00742,INV00742,CUST0061,2025-03-30,19.99,card,paid
PAY00743,INV00743,CUST0061,2025-05-04,0.0,paypal,failed
PAY00744,INV00744,CUST0061,2025-06-06,0.0,card,failed
PAY00745,INV00745,CUST0061,2025-07-04,19.99,paypal,paid
PAY00746,INV00746,CUST0061,2025-08-03,19.99,card,paid
PAY00747,INV00747,CUST0061,2025-09-03,19.99,bank_transfer,paid
PAY00748,INV00748,CUST0061,2025-10-07,0.0,paypal,failed
PAY00749,INV00749,CUST0061,2025-10-31,19.99,paypal,paid
PAY00750,INV00750,CUST0061,2025-12-03,19.99,card,paid
PAY00751,INV00751,CUST0061,2025-12-31,19.99,paypal,paid
PAY00752,INV00752,CUST0062,2024-01-27,49.99,card,paid
PAY00753,INV00753,CUST0062,2024-02-29,0.0,bank_transfer,failed
PAY00754,INV00754,CUST0062,2024-03-27,49.99,paypal,paid
PAY00755,INV00755,CUST0062,2024-04-28,49.99,bank_transfer,paid
PAY00756,INV00756,CUST0062,2024-05-26,49.99,bank_transfer,paid
PAY00757,INV00757,CUST0062,2024-06-29,49.99,paypal,paid
PAY00758,INV00758,CUST0062,2024-07-26,49.99,paypal,paid
PAY00759,INV00759,CUST0062,2024-08-26,49.99,card,paid
PAY00760,INV00760,CUST0062,2024-09-30,0.0,paypal,failed
PAY00761,INV00761,CUST0062,2024-10-29,49.99,card,paid
PAY00762,INV00762,CUST0062,2024-11-29,49.99,card,paid
PAY00763,INV00763,CUST0062,2024-12-28,49.99,card,paid
PAY00764,INV00764,CUST0062,2025-01-27,49.99,paypal,paid
PAY00765,INV00765,CUST0062,2025-02-25,49.99,bank_transfer,paid
PAY00766,INV00766,CUST0062,2025-03-27,49.99,paypal,paid
PAY00767,INV00767,CUST0062,2025-04-25,49.99,bank_transfer,paid
PAY00768,INV00768,CUST0062,2025-05-29,0.0,paypal,failed
PAY00769,INV00769,CUST0062,2025-06-27,49.99,bank_transfer,paid
PAY00770,INV00770,CUST0062,2025-07-29,49.99,bank_transfer,paid
PAY00771,INV00771,CUST0062,2025-08-28,49.99,card,paid
PAY00772,INV00772,CUST0062,2025-09-25,49.99,paypal,paid
PAY00773,INV00773,CUST0062,2025-10-27,49.99,card,paid
PAY00774,INV00774,CUST0062,2025-11-25,49.99,bank_transfer,paid
PAY00775,INV00775,CUST0062,2025-12-28,0.0,bank_transfer,failed
PAY00776,INV00776,CUST0063,2024-02-08,49.99,paypal,paid
PAY00777,INV00777,CUST0063,2024-03-12,49.99,bank_transfer,paid
PAY00778,INV00778,CUST0063,2024-04-08,49.99,card,paid
PAY00779,INV00779,CUST0063,2024-05-09,49.99,card,paid
PAY00780,INV00780,CUST0064,2025-05-12,0.0,card,failed
PAY00781,INV00781,CUST0064,2025-06-11,19.99,paypal,paid
PAY00782,INV00782,CUST0064,2025-07-08,19.99,bank_transfer,paid
PAY00783,INV00783,CUST0064,2025-08-11,19.99,paypal,paid
PAY00784,INV00784,CUST0064,2025-09-11,19.99,paypal,paid
PAY00785,INV00785,CUST0064,2025-10-12,19.99,card,paid
PAY00786,INV00786,CUST0064,2025-11-08,19.99,card,paid
PAY00787,INV00787,CUST0064,2025-12-11,19.99,bank_transfer,paid
PAY00788,INV00788,CUST0065,2025-06-28,49.99,card,paid
